class_id,image,steps,final_consistency,final_collaboration,smdl_score_max,smdl_score_max_index
207,0,49,0.0010156631469726562,0.9990234375,1.285174012184143,48
207,233333,49,0.0009813308715820312,0.9990234375,1.2827470302581787,48
207,ILSVRC2012_val_00000001,49,0.0011386871337890625,0.9990234375,1.2628940343856812,48
207,JObs with mac,49,0.00099945068359375,0.9990234375,1.2527297735214233,48
207,屏幕截图 2025-02-18 184844,49,0.001010894775390625,0.9990234375,1.2333838939666748,48
207,屏幕截图 2025-02-18 184901,49,0.0009737014770507812,0.9990234375,1.2422212362289429,48
